timestamp,ax,ay,az,gx,gy,gz,Label1,Label2,Label3
1.72313E+12,-5119,-5537,4429,-679,-394,-17,1,7,11
1.72313E+12,-5080,-5536,4415,-840,-632,-106,1,7,11
1.72313E+12,-5040,-5530,4400,-502,-598,68,1,7,11
1.72313E+12,-5007,-5516,4374,-439,-547,-258,1,7,11
1.72313E+12,-5233,-5754,4092,-401,-234,-318,1,7,11
1.72313E+12,-5218,-5739,4077,-385,-161,-361,1,7,11
1.72313E+12,-5212,-5731,4063,-388,-340,-380,1,7,11
1.72313E+12,-5225,-5717,4056,-406,-271,-132,1,7,11
1.72313E+12,-5232,-5714,4044,-427,36,-383,1,7,11
1.72313E+12,-5243,-5720,4033,-465,70,-370,1,7,11
1.72313E+12,-5009,-5722,4018,-771,74,-350,1,7,11
1.72313E+12,-5046,-5711,4011,-826,52,-325,1,7,11
1.72313E+12,-5081,-5712,4012,-894,8,-274,1,7,11
1.72313E+12,-5105,-5737,4013,-706,-313,49,1,7,11
1.72313E+12,-5112,-5751,4007,-1026,-139,107,1,7,11
1.72313E+12,-5113,-5760,3978,-1092,-225,-112,1,7,11
1.72313E+12,-5108,-5523,3969,-909,-554,-104,1,7,11
1.72313E+12,-5113,-5564,3983,-993,-602,-82,1,7,11
1.72313E+12,-5109,-5600,3986,-1309,-412,-62,1,7,11
1.72313E+12,-5098,-5608,4214,-1328,-450,-45,1,7,11
1.72313E+12,-5074,-5621,4198,-1353,-464,-14,1,7,11
1.72313E+12,-5068,-5894,4200,-1373,-444,284,1,7,11
1.72313E+12,-5064,-5892,4178,-1349,-422,334,1,7,11
1.72313E+12,-5055,-5891,4151,-1336,-389,370,1,7,11
1.72313E+12,-5058,-5900,4145,-1342,-607,138,1,7,11
1.72313E+12,-5057,-5926,4138,-1330,-593,146,1,7,11
1.72313E+12,-5049,-5929,4129,-1287,-590,140,1,7,11
1.72313E+12,-5049,-5917,3831,-988,-577,136,1,7,11
1.72313E+12,-5045,-5908,3804,-959,-565,142,1,7,11
1.72313E+12,-5045,-5928,3802,-952,-555,138,1,7,11
1.72313E+12,-5038,-5955,3822,-926,-558,138,1,7,11
1.72313E+12,-5028,-6009,4122,-1127,-572,147,1,7,11
1.72313E+12,-5036,-5848,4186,-765,-592,153,1,7,11
1.72313E+12,-5001,-5882,4161,-815,-404,377,1,7,11
1.72313E+12,-5175,-6152,4108,-389,-428,308,1,7,11
1.72313E+12,-4846,-5883,3795,-243,-416,-58,1,7,11
1.72313E+12,-4754,-5840,3715,-150,-613,66,1,7,11
1.72313E+12,-4748,-5807,3938,-134,-211,-337,1,7,11
1.72313E+12,-4801,-5779,3944,-135,-293,-203,1,7,11
1.72313E+12,-4859,-5996,3935,-382,-128,-526,1,7,11
1.72313E+12,-5193,-5973,3940,-135,285,-536,1,7,11
1.72313E+12,-5240,-5950,3919,-154,383,-247,1,7,11
1.72313E+12,-5023,-5960,3917,-195,196,-189,1,7,11
1.72313E+12,-5057,-5986,3947,-211,228,-130,1,7,11
1.72313E+12,-5068,-5769,3952,-215,210,-338,1,7,11
1.72313E+12,-5051,-5795,3930,-199,157,-302,1,7,11
1.72313E+12,-5049,-5820,3923,-185,365,-281,1,7,11
1.72313E+12,-5052,-5840,3897,-160,313,-258,1,7,11
1.72313E+12,-5032,-5877,3898,-378,262,26,1,7,11
1.72313E+12,-5237,-6178,3891,-332,-38,42,1,7,11
1.72313E+12,-5198,-6184,3894,7,-29,28,1,7,11
1.72313E+12,-5162,-6197,3895,-128,276,9,1,7,11
1.72313E+12,-5157,-6205,3912,286,366,-273,1,7,11
