timestamp,ax,ay,az,gx,gy,gz,Label1,Label2,Label3
1.72313E+12,-7907,1615,913,13,-60,38,1,7,11
1.72313E+12,-7911,1613,917,2,-55,46,1,7,11
1.72313E+12,-7909,1610,909,-263,-49,54,1,7,11
1.72313E+12,-7911,1598,918,-271,-47,66,1,7,11
1.72313E+12,-7909,1589,914,-267,-48,69,1,7,11
1.72313E+12,-7912,1585,916,-260,-50,67,1,7,11
1.72313E+12,-7916,1590,916,9,-53,65,1,7,11
1.72313E+12,-7911,1591,918,16,-58,61,1,7,11
1.72313E+12,-7902,1604,914,33,-66,66,1,7,11
1.72313E+12,-7896,1611,1149,37,-76,73,1,7,11
1.72313E+12,-7891,1617,1137,25,-86,65,1,7,11
1.72313E+12,-7897,1625,1134,10,-92,56,1,7,11
1.72313E+12,-7907,1639,1132,-266,-105,52,1,7,11
1.72313E+12,-7909,1638,1131,-301,-114,45,1,7,11
1.72313E+12,-7904,1628,1133,-327,-118,46,1,7,11
1.72313E+12,-7902,1620,1150,-344,-116,46,1,7,11
1.72313E+12,-7904,1607,907,-350,-111,49,1,7,11
1.72313E+12,-7907,1603,919,-348,-105,53,1,7,11
1.72313E+12,-7907,1604,920,-339,-101,53,1,7,11
1.72313E+12,-7911,1604,928,-327,-101,48,1,7,11
1.72313E+12,-7905,1604,938,-310,-97,50,1,7,11
1.72313E+12,-7907,1606,940,-291,-91,50,1,7,11
1.72313E+12,-7901,1613,934,-275,-83,54,1,7,11
1.72313E+12,-7893,1611,933,-259,-69,61,1,7,11
1.72313E+12,-7890,1608,929,13,-64,59,1,7,11
1.72313E+12,-7888,1612,926,33,-55,58,1,7,11
1.72313E+12,-7889,1617,918,52,-52,50,1,7,11
1.72313E+12,-7890,1620,915,57,-53,45,1,7,11
1.72313E+12,-7894,1622,920,59,-63,39,1,7,11
1.72313E+12,-7896,1619,919,58,-74,31,1,7,11
1.72313E+12,-7897,1614,923,54,-87,25,1,7,11
1.72313E+12,-7896,1610,920,59,-99,20,1,7,11
1.72313E+12,-7895,1613,931,65,-106,19,1,7,11
1.72313E+12,-7887,1614,928,70,-108,20,1,7,11
1.72313E+12,-7883,1613,922,64,-102,22,1,7,11
1.72313E+12,-7876,1603,923,60,-94,21,1,7,11
1.72313E+12,-7880,1605,924,68,-82,11,1,7,11
1.72313E+12,-7896,1596,922,68,-70,4,1,7,11
1.72313E+12,-7915,1594,937,75,-55,-268,1,7,11
1.72313E+12,-7936,1585,948,87,-54,-276,1,7,11
1.72313E+12,-7932,1573,958,100,-67,-269,1,7,11
1.72313E+12,-7916,1560,946,122,-76,0,1,7,11
1.72313E+12,-7907,1549,937,-121,-69,13,1,7,11
1.72313E+12,-7902,1549,925,-103,-58,17,1,7,11
1.72313E+12,-7909,1561,913,-94,-49,22,1,7,11
1.72313E+12,-7913,1573,900,-94,-45,22,1,7,11
1.72313E+12,-7911,1578,1145,-113,-41,24,1,7,11
1.72313E+12,-7911,1581,1140,115,-39,26,1,7,11
1.72313E+12,-7906,1575,1138,99,-33,23,1,7,11
1.72313E+12,-7911,1570,1143,89,-31,15,1,7,11
1.72313E+12,-7919,1563,1141,86,-34,2,1,7,11
1.72313E+12,-7929,1574,1150,95,-44,-262,1,7,11
1.72313E+12,-8195,1587,1148,100,-64,-258,1,7,11
1.72313E+12,-7916,1580,1147,96,-88,10,1,7,11
1.72313E+12,-7894,1580,1143,103,-96,7,1,7,11
1.72313E+12,-7886,1580,902,121,-91,-263,1,7,11
1.72313E+12,-7890,1588,919,-114,-86,-281,1,7,11
1.72313E+12,-7890,1589,932,-97,-87,-297,1,7,11
1.72313E+12,-7887,1584,942,-83,-86,-311,1,7,11
1.72313E+12,-7884,1569,945,-59,-75,-325,1,7,11
1.72313E+12,-7880,1548,954,-27,-61,-338,1,7,11
1.72313E+12,-7881,1271,966,270,-45,-357,1,7,11
1.72313E+12,-7885,1246,971,337,-36,-374,1,7,11
1.72313E+12,-7898,1230,982,150,-29,-132,1,7,11
1.72313E+12,-7900,1212,976,235,-35,-140,1,7,11
1.72313E+12,-7926,1199,981,594,-40,-144,1,7,11
1.72313E+12,-8201,1169,1000,446,-58,-384,1,7,11
1.72313E+12,-8228,1385,1292,860,-95,-354,1,7,11
1.72313E+12,-8222,1369,1291,1070,100,-321,1,7,11
1.72313E+12,-7935,1353,1282,1291,45,-292,1,7,11
1.72313E+12,-7901,1370,1020,1263,23,-274,1,7,11
1.72313E+12,-7867,1389,1008,1476,31,-268,1,7,11
1.72313E+12,-7828,1386,1016,1679,54,-278,1,7,11
1.72313E+12,-8052,1370,1291,2162,83,-340,1,7,11
1.72313E+12,-8040,1349,1301,2289,121,-140,1,7,11
1.72313E+12,-8054,1342,1294,2829,-119,-200,1,7,11
1.72313E+12,-7817,1333,1293,3118,-119,-247,1,7,11
1.72313E+12,-7854,1336,999,3419,125,-539,1,7,11
1.72313E+12,-7876,1304,958,3690,111,-541,1,7,11
1.72313E+12,-7863,960,917,3962,115,-524,1,7,11
1.72313E+12,-7845,1133,1133,4020,-106,-247,1,7,11
1.72313E+12,-7852,1075,1088,4626,-24,-221,1,7,11
1.72313E+12,-7906,1077,1040,4987,336,-196,1,7,11
1.72313E+12,-8236,1142,706,5052,165,-164,1,7,11
1.72313E+12,-8293,980,852,5250,221,-364,1,7,11
1.72313E+12,-8309,1298,487,5297,234,-298,1,7,11
1.72313E+12,-8287,1347,590,5472,227,10,1,7,11
1.72313E+12,-8257,1367,206,4993,225,50,1,7,11
1.72313E+12,-8227,1352,353,4948,217,62,1,7,11
1.72313E+12,-8205,1344,-6,4343,223,52,1,7,11
1.72313E+12,-8202,1333,-94,4219,240,22,1,7,11
1.72313E+12,-8223,1336,110,3547,516,-269,1,7,11
1.72313E+12,-8246,1336,74,3374,514,-304,1,7,11
1.72313E+12,-8266,1334,36,2933,235,-338,1,7,11
1.72313E+12,-8260,1302,22,2243,186,-373,1,7,11
1.72313E+12,-8257,1281,18,2087,141,-159,1,7,11
