timestamp,ax,ay,az,gx,gy,gz,Label1,Label2,Label3
2.83E+03,-8261,2204,169,-522,366,-1388,1,7,11
2.83E+03,-8292,2211,176,-236,306,-1316,1,7,11
2.83E+03,-8074,2177,201,-233,-31,-969,1,7,11
2.83E+03,-8320,2396,215,-208,103,-1123,1,7,11
2.83E+03,-8295,2344,230,-176,2,-1043,1,7,11
2.83E+03,-8073,2315,530,-142,-332,-704,1,7,11
2.83E+03,-8079,2304,561,-372,-179,-836,1,7,11
2.83E+03,-8074,2014,586,-358,-523,-453,1,7,11
2.83E+03,-8313,2011,384,-346,-605,-598,1,7,11
2.83E+03,-8069,2008,421,-368,-403,-206,1,7,11
2.83E+03,-8315,1986,445,-382,-469,-317,1,7,11
2.83E+03,-8308,1982,464,-357,-788,26,1,7,11
2.83E+03,-8309,1989,490,-325,-829,76,1,7,11
2.83E+03,-8310,1995,779,-279,-895,-122,1,7,11
2.83E+03,-8283,1982,804,4,-681,-111,1,7,11
2.83E+03,-8261,1964,829,42,-703,-120,1,7,11
2.83E+03,-8241,1934,853,86,-713,117,1,7,11
2.83E+03,-8224,2173,879,-122,-712,89,1,7,11
2.84E+03,-8207,2148,648,-79,-695,53,1,7,11
2.84E+03,-8203,2133,681,-32,-667,10,1,7,11
2.84E+03,-8195,2131,705,273,-893,-278,1,7,11
2.84E+03,-7923,2147,713,322,-862,-290,1,7,11
2.84E+03,-7921,2162,711,345,-802,-279,1,7,11
2.84E+03,-8200,1929,732,357,-472,19,1,7,11
2.84E+03,-8199,1942,734,357,-412,96,1,7,11
2.84E+03,-7935,1948,741,366,-595,-80,1,7,11
2.84E+03,-7926,1957,744,381,-520,-10,1,7,11
2.84E+03,-7920,1960,750,132,-190,312,1,7,11
2.84E+03,-7910,1971,757,136,-375,366,1,7,11
2.84E+03,-7906,1989,1026,136,-320,155,1,7,11
2.84E+03,-7908,2006,1024,129,-274,190,1,7,11
2.84E+03,-7923,2025,1027,371,16,218,1,7,11
2.84E+03,-7903,2040,756,346,33,236,1,7,11
2.84E+03,-7916,2325,749,321,59,238,1,7,11
2.84E+03,-7918,2356,738,299,74,241,1,7,11
2.84E+03,-7908,2375,720,272,87,245,1,7,11
2.84E+03,-7911,2394,717,-14,107,246,1,7,11
2.84E+03,-7906,2409,718,-43,122,250,1,7,11
2.84E+03,-7905,2420,710,-61,-120,244,1,7,11
2.84E+03,-7917,2179,716,-59,-114,237,1,7,11
2.84E+03,-7920,2211,710,-37,-124,229,1,7,11
2.84E+03,-7916,2246,697,-18,119,232,1,7,11
2.84E+03,-7907,2277,660,-8,111,233,1,7,11
2.84E+03,-7899,2569,893,-13,112,224,1,7,11
2.84E+03,-7894,2586,886,-34,117,204,1,7,11
2.84E+03,-7894,2597,877,-58,111,166,1,7,11
2.84E+03,-7907,2616,878,-87,100,368,1,7,11
2.84E+03,-7917,2626,886,-118,74,318,1,7,11
2.84E+03,-7924,2619,650,106,34,279,1,7,11
2.84E+03,-7920,2606,667,83,-271,-9,1,7,11
2.84E+03,-7923,2598,693,73,-316,-32,1,7,11
2.84E+03,-7909,2576,715,74,-365,-47,1,7,11
2.84E+03,-7899,2303,731,93,-149,-72,1,7,11
2.84E+03,-7898,2291,751,119,-177,-97,1,7,11
2.84E+03,-7880,2285,762,-106,-200,-127,1,7,11
2.84E+03,-7867,2294,1033,-73,-210,93,1,7,11
2.84E+03,-7846,2295,1026,-58,-207,61,1,7,11
2.84E+03,-7858,2565,1032,-60,-180,23,1,7,11
2.85E+03,-7886,2600,1054,-77,-154,-257,1,7,11
2.85E+03,-7876,2615,1053,-115,-149,-266,1,7,11
2.85E+03,-7855,2639,1041,106,-381,-288,1,7,11
2.85E+03,-7854,2666,1037,54,-335,-313,1,7,11
2.85E+03,-7856,2679,763,-266,-286,-349,1,7,11
2.85E+03,-7882,2437,760,-342,37,-157,1,7,11
2.85E+03,-7934,2438,764,-183,106,-230,1,7,11
2.85E+03,-8220,2671,764,-544,-104,-574,1,7,11
2.85E+03,-8256,2638,753,-397,-54,-433,1,7,11
2.85E+03,-8298,2583,751,-509,-9,-803,1,7,11
2.85E+03,-8320,2562,750,-883,281,-654,1,7,11
2.85E+03,-8304,2255,725,-756,302,-762,1,7,11
2.85E+03,-8268,2429,714,-900,321,-1141,1,7,11
2.85E+03,-8195,2329,715,-1311,341,-1019,1,7,11
2.85E+03,-7890,1941,715,-1201,372,-1161,1,7,11
2.85E+03,-7907,2134,706,-1639,162,-1575,1,7,11
2.85E+03,-7902,2064,677,-1517,183,-1618,1,7,11
2.85E+03,-7895,1740,892,-1917,220,-1635,1,7,11
2.85E+03,-7912,1911,863,-2069,541,-1628,1,7,11
2.85E+03,-8198,1816,853,-1964,614,-1597,1,7,11
2.85E+03,-8228,1452,850,-2365,421,-1556,1,7,11
2.85E+03,-8244,1586,859,-2260,485,-1265,1,7,11
2.85E+03,-8277,1187,882,-2663,800,-1258,1,7,11
2.85E+03,-8077,1308,674,-2537,834,-1537,1,7,11
2.85E+03,-8129,907,721,-2913,829,-1575,1,7,11
2.85E+03,-8140,719,1025,-2796,786,-1635,1,7,11
2.85E+03,-8121,769,1059,-3167,462,-1486,1,7,11
2.85E+03,-8292,571,1059,-3001,628,-1888,1,7,11
2.85E+03,-8265,371,1099,-3330,565,-2082,1,7,11
2.85E+03,-8270,-78,932,-3364,209,-2024,1,7,11
2.85E+03,-8296,46,1303,-3020,290,-2211,1,7,11
2.85E+03,-8315,44,1370,-2784,38,-2585,1,7,11
2.85E+03,-8151,-83,1390,-2484,-199,-2571,1,7,11
2.85E+03,-8563,138,1162,-2201,-391,-2328,1,7,11
2.85E+03,-8353,588,1156,-1987,-823,-1842,1,7,11
2.85E+03,-8558,487,1394,-2064,-892,-998,1,7,11
2.85E+03,-8536,656,1171,-1880,-833,-635,1,7,11
2.85E+03,-8469,1053,1240,-1444,-468,277,1,7,11
2.85E+03,-8306,1132,1266,-1259,-591,882,1,7,11
2.85E+03,-7811,1373,1231,-1295,-137,1312,1,7,11
2.86E+03,-8034,1635,1234,-1058,7,1629,1,7,11
2.86E+03,-7853,1898,1247,-887,533,1489,1,7,11
2.86E+03,-8209,2171,1213,-455,479,1827,1,7,11
2.86E+03,-8082,2422,1179,-416,666,1868,1,7,11
2.86E+03,-8490,2824,1337,-444,1099,1687,1,7,11
2.86E+03,-8470,2739,993,-808,905,1743,1,7,11
2.86E+03,-8162,3150,913,-667,980,1707,1,7,11
2.86E+03,-8457,3045,1129,-1085,1314,1829,1,7,11
2.86E+03,-8503,3416,1080,-998,1319,1422,1,7,11
2.86E+03,-8510,3452,1027,-1188,1015,1244,1,7,11
2.86E+03,-8506,3220,721,-1598,947,1012,1,7,11
2.86E+03,-8457,3442,668,-1485,1098,1026,1,7,11
2.86E+03,-8164,3392,670,-1821,744,484,1,7,11
2.86E+03,-8187,3349,689,-1902,886,226,1,7,11
2.86E+03,-8189,3009,715,-1724,456,290,1,7,11
